author,post,ori_topic,ori_id,new_topic,label,type_idx,new_id,arc_id,text,pos_text,text_s,topic,topic_str,seen?,contains_topic?
Mookie,"Perhaps the government should start by rating K-12 schools. Identify the myriad failing public schools -- how hard should that be? And then, give these students vouchers to give them a shot at a meaningful K-12 education, Improve K--12 education first, and then worry about the colleges.",grade colleges,A3705-P,grade colleges,1,1,14883,11894812,"[[""perhaps"", ""government"", ""start"", ""rating"", ""k-12"", ""schools""], [""identify"", ""myriad"", ""failing"", ""public"", ""schools"", ""--"", ""hard""], [""give"", ""students"", ""vouchers"", ""give"", ""shot"", ""meaningful"", ""k-12"", ""education"", ""improve"", ""k--12"", ""education"", ""first"", ""worry"", ""colleges""]]","[[""RB"", ""NN"", ""VB"", ""VBG"", ""NNP"", ""NNS""], [""VB"", ""JJ"", ""VBG"", ""JJ"", ""NNS"", "":"", ""RB""], [""VB"", ""NNS"", ""NNS"", ""VB"", ""NN"", ""JJ"", ""NNP"", ""NN"", ""NNP"", ""NNP"", ""NN"", ""RB"", ""VB"", ""NNS""]]",perhaps government start rating k-12 schools. identify myriad failing public schools -- hard. give students vouchers give shot meaningful k-12 education improve k--12 education first worry colleges,"[""grade"", ""college""]",grade college,1,0
Devon Wallace,"Two of the main reasons people switch to cannabis from pharmaceuticals and other drugs such as alcohol: less side-effects and less withdrawal: ""Over 41% state that they use cannabis as a substitute for alcohol, 36.1% use cannabis as a substitute for illicit substances, and 67.8% use cannabis as a substitute for prescription drugs. The three main reasons cited for cannabis-related substitution are 'less withdrawal' (67.7%), 'fewer side-effects' (60.4%), and 'better symptom management' suggesting that many patients may have already identified cannabis as an effective and potentially safer adjunct or alternative to their prescription drug regimen."" [Lucas et al. Cannabis as a substitute for alcohol and other drugs: A dispensary-based survey of substitution effect in Canadian medical cannabis patients. Addiction Research & Theory. 2013]",marijuana,A3795-P,marijuana,1,1,5991,18333733,"[[""two"", ""main"", ""reasons"", ""people"", ""switch"", ""cannabis"", ""pharmaceuticals"", ""drugs"", ""alcohol"", ""less"", ""side"", ""effects"", ""less"", ""withdrawal"", ""41"", ""state"", ""use"", ""cannabis"", ""substitute"", ""alcohol"", ""36.1"", ""use"", ""cannabis"", ""substitute"", ""illicit"", ""substances"", ""67.8"", ""use"", ""cannabis"", ""substitute"", ""prescription"", ""drugs""], [""three"", ""main"", ""reasons"", ""cited"", ""cannabis"", ""related"", ""substitution"", ""less"", ""withdrawal"", ""67.7"", ""fewer"", ""side"", ""effects"", ""60.4"", ""better"", ""symptom"", ""management"", ""suggesting"", ""many"", ""patients"", ""may"", ""already"", ""identified"", ""cannabis"", ""effective"", ""potentially"", ""safer"", ""adjunct"", ""alternative"", ""prescription"", ""drug"", ""regimen""], [""lucas"", ""et"", ""al""], [""cannabis"", ""substitute"", ""alcohol"", ""drugs"", ""dispensary"", ""based"", ""survey"", ""substitution"", ""effect"", ""canadian"", ""medical"", ""cannabis"", ""patients""], [""addiction"", ""research"", ""theory""], [""2013""]]","[[""CD"", ""JJ"", ""NNS"", ""NNS"", ""VBP"", ""VB"", ""NNS"", ""NNS"", ""NN"", ""JJR"", ""NN"", ""NNS"", ""JJR"", ""NN"", ""CD"", ""NN"", ""VBP"", ""NN"", ""NN"", ""NN"", ""CD"", ""NN"", ""NN"", ""NN"", ""JJ"", ""NNS"", ""CD"", ""NN"", ""NN"", ""NN"", ""NN"", ""NNS""], [""CD"", ""JJ"", ""NNS"", ""VBN"", ""NN"", ""VBN"", ""NN"", ""JJR"", ""NN"", ""CD"", ""JJR"", ""NN"", ""NNS"", ""CD"", ""JJR"", ""NN"", ""NN"", ""VBG"", ""JJ"", ""NNS"", ""MD"", ""RB"", ""VBN"", ""NN"", ""JJ"", ""RB"", ""JJR"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NN""], [""NNP"", ""NNP"", ""NNP""], [""NN"", ""NN"", ""NN"", ""NNS"", ""NN"", ""VBN"", ""NN"", ""NN"", ""NN"", ""JJ"", ""JJ"", ""NN"", ""NNS""], [""NNP"", ""NNP"", ""NNP""], [""CD""]]",two main reasons people switch cannabis pharmaceuticals drugs alcohol less side effects less withdrawal 41 state use cannabis substitute alcohol 36.1 use cannabis substitute illicit substances 67.8 use cannabis substitute prescription drugs. three main reasons cited cannabis related substitution less withdrawal 67.7 fewer side effects 60.4 better symptom management suggesting many patients may already identified cannabis effective potentially safer adjunct alternative prescription drug regimen. lucas et al. cannabis substitute alcohol drugs dispensary based survey substitution effect canadian medical cannabis patients. addiction research theory. 2013,"[""marijuana""]",marijuana,1,0
Devon Wallace,"Two of the main reasons people switch to cannabis from pharmaceuticals and other drugs such as alcohol: less side-effects and less withdrawal: ""Over 41% state that they use cannabis as a substitute for alcohol, 36.1% use cannabis as a substitute for illicit substances, and 67.8% use cannabis as a substitute for prescription drugs. The three main reasons cited for cannabis-related substitution are 'less withdrawal' (67.7%), 'fewer side-effects' (60.4%), and 'better symptom management' suggesting that many patients may have already identified cannabis as an effective and potentially safer adjunct or alternative to their prescription drug regimen."" [Lucas et al. Cannabis as a substitute for alcohol and other drugs: A dispensary-based survey of substitution effect in Canadian medical cannabis patients. Addiction Research & Theory. 2013]",a gateway drug,A3796-P,a gateway drug,0,1,6291,18333733,"[[""two"", ""main"", ""reasons"", ""people"", ""switch"", ""cannabis"", ""pharmaceuticals"", ""drugs"", ""alcohol"", ""less"", ""side"", ""effects"", ""less"", ""withdrawal"", ""41"", ""state"", ""use"", ""cannabis"", ""substitute"", ""alcohol"", ""36.1"", ""use"", ""cannabis"", ""substitute"", ""illicit"", ""substances"", ""67.8"", ""use"", ""cannabis"", ""substitute"", ""prescription"", ""drugs""], [""three"", ""main"", ""reasons"", ""cited"", ""cannabis"", ""related"", ""substitution"", ""less"", ""withdrawal"", ""67.7"", ""fewer"", ""side"", ""effects"", ""60.4"", ""better"", ""symptom"", ""management"", ""suggesting"", ""many"", ""patients"", ""may"", ""already"", ""identified"", ""cannabis"", ""effective"", ""potentially"", ""safer"", ""adjunct"", ""alternative"", ""prescription"", ""drug"", ""regimen""], [""lucas"", ""et"", ""al""], [""cannabis"", ""substitute"", ""alcohol"", ""drugs"", ""dispensary"", ""based"", ""survey"", ""substitution"", ""effect"", ""canadian"", ""medical"", ""cannabis"", ""patients""], [""addiction"", ""research"", ""theory""], [""2013""]]","[[""CD"", ""JJ"", ""NNS"", ""NNS"", ""VBP"", ""VB"", ""NNS"", ""NNS"", ""NN"", ""JJR"", ""NN"", ""NNS"", ""JJR"", ""NN"", ""CD"", ""NN"", ""VBP"", ""NN"", ""NN"", ""NN"", ""CD"", ""NN"", ""NN"", ""NN"", ""JJ"", ""NNS"", ""CD"", ""NN"", ""NN"", ""NN"", ""NN"", ""NNS""], [""CD"", ""JJ"", ""NNS"", ""VBN"", ""NN"", ""VBN"", ""NN"", ""JJR"", ""NN"", ""CD"", ""JJR"", ""NN"", ""NNS"", ""CD"", ""JJR"", ""NN"", ""NN"", ""VBG"", ""JJ"", ""NNS"", ""MD"", ""RB"", ""VBN"", ""NN"", ""JJ"", ""RB"", ""JJR"", ""JJ"", ""NN"", ""NN"", ""NN"", ""NN""], [""NNP"", ""NNP"", ""NNP""], [""NN"", ""NN"", ""NN"", ""NNS"", ""NN"", ""VBN"", ""NN"", ""NN"", ""NN"", ""JJ"", ""JJ"", ""NN"", ""NNS""], [""NNP"", ""NNP"", ""NNP""], [""CD""]]",two main reasons people switch cannabis pharmaceuticals drugs alcohol less side effects less withdrawal 41 state use cannabis substitute alcohol 36.1 use cannabis substitute illicit substances 67.8 use cannabis substitute prescription drugs. three main reasons cited cannabis related substitution less withdrawal 67.7 fewer side effects 60.4 better symptom management suggesting many patients may already identified cannabis effective potentially safer adjunct alternative prescription drug regimen. lucas et al. cannabis substitute alcohol drugs dispensary based survey substitution effect canadian medical cannabis patients. addiction research theory. 2013,"[""gateway"", ""drug""]",gateway drug,1,0
Phil NH,"I have two serious issues with plug-in cars, local and national. Locally, NH has the highest electric rates in the country (thanks, Seabrook). Nationally, plugging in is a huge waste of energy. To get a gallon of gas worth of electricity out of a wall socket, we need to put at least three gallons into the generator. Every time energy changes state, there is a loss: fuel to heat, heat to steam, steam to mechanical energy, mechanical to electrical, and in the car, electrical to battery, battery to mechanical, mechanical to tires, tires to motion. Add that to transmission losses, and you end up with a lot of waste instead of savings. Plug-in cars will add to the problem, not solve it.",electric cars,A3911-P,electric cars,0,1,17920,2654246,"[[""two"", ""serious"", ""issues"", ""plug"", ""cars"", ""local"", ""national""], [""locally"", ""nh"", ""highest"", ""electric"", ""rates"", ""country"", ""thanks"", ""seabrook""], [""nationally"", ""plugging"", ""huge"", ""waste"", ""energy""], [""get"", ""gallon"", ""gas"", ""worth"", ""electricity"", ""wall"", ""socket"", ""need"", ""put"", ""least"", ""three"", ""gallons"", ""generator""], [""every"", ""time"", ""energy"", ""changes"", ""state"", ""loss"", ""fuel"", ""heat"", ""heat"", ""steam"", ""steam"", ""mechanical"", ""energy"", ""mechanical"", ""electrical"", ""car"", ""electrical"", ""battery"", ""battery"", ""mechanical"", ""mechanical"", ""tires"", ""tires"", ""motion""], [""add"", ""transmission"", ""losses"", ""end"", ""lot"", ""waste"", ""instead"", ""savings""], [""plug"", ""cars"", ""add"", ""problem"", ""solve""]]","[[""CD"", ""JJ"", ""NNS"", ""NN"", ""NNS"", ""JJ"", ""JJ""], [""RB"", ""NNP"", ""JJS"", ""JJ"", ""NNS"", ""NN"", ""NNS"", ""NNP""], [""RB"", ""VBG"", ""JJ"", ""NN"", ""NN""], [""VB"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBP"", ""VB"", ""RBS"", ""CD"", ""NNS"", ""NN""], [""DT"", ""NN"", ""NN"", ""NNS"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""NN"", ""JJ"", ""NN"", ""JJ"", ""JJ"", ""NN"", ""JJ"", ""NN"", ""NN"", ""JJ"", ""JJ"", ""NNS"", ""NNS"", ""NN""], [""VB"", ""NN"", ""NNS"", ""VBP"", ""NN"", ""NN"", ""RB"", ""NNS""], [""NNP"", ""NNS"", ""VB"", ""NN"", ""VB""]]",two serious issues plug cars local national. locally nh highest electric rates country thanks seabrook. nationally plugging huge waste energy. get gallon gas worth electricity wall socket need put least three gallons generator. every time energy changes state loss fuel heat heat steam steam mechanical energy mechanical electrical car electrical battery battery mechanical mechanical tires tires motion. add transmission losses end lot waste instead savings. plug cars add problem solve,"[""electric"", ""car""]",electric car,1,0
thomas,"There is currently a glut of qualified teachers. Why are we taxpayers paying millions of dollars for TFA and, here in NYC, NYC Teaching Fellows, et al while other grad students like myself are struggling to get through paying our own way and facing more and more miserable job prospects?? Why should I (and laid off teachers) have to compete with govt-sponsored, less-qualified drones who are hand-picked for their willingness to follow blindly if not for the fact that they water down the labor force in a period when the government is trying to undercut and underfund US education?",tfa,A2870-P,tfa,0,1,8293,2261031,"[[""currently"", ""glut"", ""qualified"", ""teachers""], [""taxpayers"", ""paying"", ""millions"", ""dollars"", ""tfa"", ""nyc"", ""nyc"", ""teaching"", ""fellows"", ""et"", ""al"", ""grad"", ""students"", ""like"", ""struggling"", ""get"", ""paying"", ""way"", ""facing"", ""miserable"", ""job"", ""prospects""], [""laid"", ""teachers"", ""compete"", ""govt"", ""sponsored"", ""less"", ""qualified"", ""drones"", ""hand"", ""picked"", ""willingness"", ""follow"", ""blindly"", ""fact"", ""water"", ""labor"", ""force"", ""period"", ""government"", ""trying"", ""undercut"", ""underfund"", ""us"", ""education""]]","[[""RB"", ""NN"", ""JJ"", ""NNS""], [""NNS"", ""VBG"", ""NNS"", ""NNS"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""JJ"", ""NNS"", ""IN"", ""VBG"", ""VB"", ""VBG"", ""NN"", ""VBG"", ""JJ"", ""NN"", ""NNS""], [""VBN"", ""NNS"", ""VB"", ""NNS"", ""VBN"", ""RBR"", ""JJ"", ""NNS"", ""NN"", ""VBN"", ""NN"", ""VB"", ""RB"", ""NN"", ""VBP"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""VB"", ""JJ"", ""NNP"", ""NN""]]",currently glut qualified teachers. taxpayers paying millions dollars tfa nyc nyc teaching fellows et al grad students like struggling get paying way facing miserable job prospects. laid teachers compete govt sponsored less qualified drones hand picked willingness follow blindly fact water labor force period government trying undercut underfund us education,"[""tfa""]",tfa,1,1
thomas,"There is currently a glut of qualified teachers. Why are we taxpayers paying millions of dollars for TFA and, here in NYC, NYC Teaching Fellows, et al while other grad students like myself are struggling to get through paying our own way and facing more and more miserable job prospects?? Why should I (and laid off teachers) have to compete with govt-sponsored, less-qualified drones who are hand-picked for their willingness to follow blindly if not for the fact that they water down the labor force in a period when the government is trying to undercut and underfund US education?",the status of teachers,A2871-P,the status of teachers,0,1,8857,2261031,"[[""currently"", ""glut"", ""qualified"", ""teachers""], [""taxpayers"", ""paying"", ""millions"", ""dollars"", ""tfa"", ""nyc"", ""nyc"", ""teaching"", ""fellows"", ""et"", ""al"", ""grad"", ""students"", ""like"", ""struggling"", ""get"", ""paying"", ""way"", ""facing"", ""miserable"", ""job"", ""prospects""], [""laid"", ""teachers"", ""compete"", ""govt"", ""sponsored"", ""less"", ""qualified"", ""drones"", ""hand"", ""picked"", ""willingness"", ""follow"", ""blindly"", ""fact"", ""water"", ""labor"", ""force"", ""period"", ""government"", ""trying"", ""undercut"", ""underfund"", ""us"", ""education""]]","[[""RB"", ""NN"", ""JJ"", ""NNS""], [""NNS"", ""VBG"", ""NNS"", ""NNS"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""JJ"", ""NNS"", ""IN"", ""VBG"", ""VB"", ""VBG"", ""NN"", ""VBG"", ""JJ"", ""NN"", ""NNS""], [""VBN"", ""NNS"", ""VB"", ""NNS"", ""VBN"", ""RBR"", ""JJ"", ""NNS"", ""NN"", ""VBN"", ""NN"", ""VB"", ""RB"", ""NN"", ""VBP"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""VB"", ""JJ"", ""NNP"", ""NN""]]",currently glut qualified teachers. taxpayers paying millions dollars tfa nyc nyc teaching fellows et al grad students like struggling get paying way facing miserable job prospects. laid teachers compete govt sponsored less qualified drones hand picked willingness follow blindly fact water labor force period government trying undercut underfund us education,"[""status"", ""teacher""]",status teacher,1,0
thomas,"There is currently a glut of qualified teachers. Why are we taxpayers paying millions of dollars for TFA and, here in NYC, NYC Teaching Fellows, et al while other grad students like myself are struggling to get through paying our own way and facing more and more miserable job prospects?? Why should I (and laid off teachers) have to compete with govt-sponsored, less-qualified drones who are hand-picked for their willingness to follow blindly if not for the fact that they water down the labor force in a period when the government is trying to undercut and underfund US education?",the status of teachers,A2871-P,teach for america,0,2,8860,2261031,"[[""currently"", ""glut"", ""qualified"", ""teachers""], [""taxpayers"", ""paying"", ""millions"", ""dollars"", ""tfa"", ""nyc"", ""nyc"", ""teaching"", ""fellows"", ""et"", ""al"", ""grad"", ""students"", ""like"", ""struggling"", ""get"", ""paying"", ""way"", ""facing"", ""miserable"", ""job"", ""prospects""], [""laid"", ""teachers"", ""compete"", ""govt"", ""sponsored"", ""less"", ""qualified"", ""drones"", ""hand"", ""picked"", ""willingness"", ""follow"", ""blindly"", ""fact"", ""water"", ""labor"", ""force"", ""period"", ""government"", ""trying"", ""undercut"", ""underfund"", ""us"", ""education""]]","[[""RB"", ""NN"", ""JJ"", ""NNS""], [""NNS"", ""VBG"", ""NNS"", ""NNS"", ""NN"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""NNP"", ""JJ"", ""NNS"", ""IN"", ""VBG"", ""VB"", ""VBG"", ""NN"", ""VBG"", ""JJ"", ""NN"", ""NNS""], [""VBN"", ""NNS"", ""VB"", ""NNS"", ""VBN"", ""RBR"", ""JJ"", ""NNS"", ""NN"", ""VBN"", ""NN"", ""VB"", ""RB"", ""NN"", ""VBP"", ""NN"", ""NN"", ""NN"", ""NN"", ""VBG"", ""VB"", ""JJ"", ""NNP"", ""NN""]]",currently glut qualified teachers. taxpayers paying millions dollars tfa nyc nyc teaching fellows et al grad students like struggling get paying way facing miserable job prospects. laid teachers compete govt sponsored less qualified drones hand picked willingness follow blindly fact water labor force period government trying undercut underfund us education,"[""teach"", ""america""]",teach america,1,0
ezra abrfams,"Ms Ramos don't adult women have the right to decide what they do or do not want to do ? Isn't it equally coercive to restrict their freedom ? I also question the realism of your argument. AFAIK, prostitution seems to be a major sector of every known human society, in societys with strict penaltys (even death) and in societys where it is legal Isn't crimminlization like prohibition - something doomed to failure, as banning prostitution is like banning alcohol, or other drugs, perhaps desirable, but doomed to fail because it goes against human nature ? I think you are also confusing social class with prostitution; much prostituion is unpleasant because it is around poverty, just as coal mining is unpleasant.",prostituion,A1053-P,prostituion,1,1,15215,6037544,"[[""ms"", ""ramos"", ""n't"", ""adult"", ""women"", ""right"", ""decide"", ""want""], [""n't"", ""equally"", ""coercive"", ""restrict"", ""freedom""], [""also"", ""question"", ""realism"", ""argument""], [""afaik"", ""prostitution"", ""seems"", ""major"", ""sector"", ""every"", ""known"", ""human"", ""society"", ""societys"", ""strict"", ""penaltys"", ""even"", ""death"", ""societys"", ""legal"", ""n't"", ""crimminlization"", ""like"", ""prohibition"", ""something"", ""doomed"", ""failure"", ""banning"", ""prostitution"", ""like"", ""banning"", ""alcohol"", ""drugs"", ""perhaps"", ""desirable"", ""doomed"", ""fail"", ""goes"", ""human"", ""nature""], [""think"", ""also"", ""confusing"", ""social"", ""class"", ""prostitution"", ""much"", ""prostituion"", ""unpleasant"", ""around"", ""poverty"", ""coal"", ""mining"", ""unpleasant""]]","[[""NNP"", ""NNP"", ""RB"", ""NN"", ""NNS"", ""NN"", ""VB"", ""VB""], [""RB"", ""RB"", ""JJ"", ""VB"", ""NN""], [""RB"", ""VBP"", ""NN"", ""NN""], [""NNP"", ""NN"", ""VBZ"", ""JJ"", ""NN"", ""DT"", ""VBN"", ""JJ"", ""NN"", ""NNS"", ""JJ"", ""NNS"", ""RB"", ""NN"", ""JJ"", ""JJ"", ""RB"", ""NN"", ""IN"", ""NN"", ""NN"", ""VBN"", ""NN"", ""VBG"", ""NN"", ""IN"", ""VBG"", ""NN"", ""NNS"", ""RB"", ""JJ"", ""VBN"", ""VB"", ""VBZ"", ""JJ"", ""NN""], [""VBP"", ""RB"", ""VBG"", ""JJ"", ""NN"", ""NN"", ""JJ"", ""NN"", ""JJ"", ""IN"", ""NN"", ""NN"", ""NN"", ""JJ""]]",ms ramos n't adult women right decide want. n't equally coercive restrict freedom. also question realism argument. afaik prostitution seems major sector every known human society societys strict penaltys even death societys legal n't crimminlization like prohibition something doomed failure banning prostitution like banning alcohol drugs perhaps desirable doomed fail goes human nature. think also confusing social class prostitution much prostituion unpleasant around poverty coal mining unpleasant,"[""prostitution""]",prostitution,1,1
wmtg,"The best way to spur economic growth is to eliminate taxes all together. That way, we get things like roads, schools, security, and healthcare for free, and the money saved will provide a big stimulus to the economy. Something for nothing; it is a beautiful American story, isn't it?",capital gains,A2234-P,capital gains,0,1,7458,6897709,"[[""best"", ""way"", ""spur"", ""economic"", ""growth"", ""eliminate"", ""taxes"", ""together""], [""way"", ""get"", ""things"", ""like"", ""roads"", ""schools"", ""security"", ""healthcare"", ""free"", ""money"", ""saved"", ""provide"", ""big"", ""stimulus"", ""economy""], [""something"", ""nothing"", ""beautiful"", ""american"", ""story"", ""n't""]]","[[""JJS"", ""NN"", ""VB"", ""JJ"", ""NN"", ""VB"", ""NNS"", ""RB""], [""NN"", ""VBP"", ""NNS"", ""IN"", ""NNS"", ""NNS"", ""NN"", ""NN"", ""JJ"", ""NN"", ""VBN"", ""VB"", ""JJ"", ""NN"", ""NN""], [""NN"", ""NN"", ""JJ"", ""JJ"", ""NN"", ""RB""]]",best way spur economic growth eliminate taxes together. way get things like roads schools security healthcare free money saved provide big stimulus economy. something nothing beautiful american story n't,"[""capital"", ""gain""]",capital gain,1,0
Suzanne Wheat,"Good idea. I have always had a cat or two. While being inhumane, declawing places a cat in danger. Should my charming indoor kitty somehow escape outside, he would have no way to defend himself. Why don't humans have their finger-and tonails removed to save on manicures? Answer: they are important to the functioning and protection of our bodies.",your cat,A848-P,your cat,1,1,6692,17006639,"[[""good"", ""idea""], [""always"", ""cat"", ""two""], [""inhumane"", ""declawing"", ""places"", ""cat"", ""danger""], [""charming"", ""indoor"", ""kitty"", ""somehow"", ""escape"", ""outside"", ""would"", ""way"", ""defend""], [""n't"", ""humans"", ""finger"", ""tonails"", ""removed"", ""save"", ""manicures""], [""answer"", ""important"", ""functioning"", ""protection"", ""bodies""]]","[[""JJ"", ""NN""], [""RB"", ""NN"", ""CD""], [""JJ"", ""VBG"", ""NNS"", ""NN"", ""NN""], [""JJ"", ""JJ"", ""NN"", ""RB"", ""VBP"", ""RB"", ""MD"", ""NN"", ""VB""], [""RB"", ""NNS"", ""NN"", ""NNS"", ""VBN"", ""VB"", ""NNS""], [""NN"", ""JJ"", ""NN"", ""NN"", ""NNS""]]",good idea. always cat two. inhumane declawing places cat danger. charming indoor kitty somehow escape outside would way defend. n't humans finger tonails removed save manicures. answer important functioning protection bodies,"[""cat""]",cat,1,1
Suzanne Wheat,"Good idea. I have always had a cat or two. While being inhumane, declawing places a cat in danger. Should my charming indoor kitty somehow escape outside, he would have no way to defend himself. Why don't humans have their finger-and tonails removed to save on manicures? Answer: they are important to the functioning and protection of our bodies.",your cat,A848-P,declawing cats,1,3,6693,17006639,"[[""good"", ""idea""], [""always"", ""cat"", ""two""], [""inhumane"", ""declawing"", ""places"", ""cat"", ""danger""], [""charming"", ""indoor"", ""kitty"", ""somehow"", ""escape"", ""outside"", ""would"", ""way"", ""defend""], [""n't"", ""humans"", ""finger"", ""tonails"", ""removed"", ""save"", ""manicures""], [""answer"", ""important"", ""functioning"", ""protection"", ""bodies""]]","[[""JJ"", ""NN""], [""RB"", ""NN"", ""CD""], [""JJ"", ""VBG"", ""NNS"", ""NN"", ""NN""], [""JJ"", ""JJ"", ""NN"", ""RB"", ""VBP"", ""RB"", ""MD"", ""NN"", ""VB""], [""RB"", ""NNS"", ""NN"", ""NNS"", ""VBN"", ""VB"", ""NNS""], [""NN"", ""JJ"", ""NN"", ""NN"", ""NNS""]]",good idea. always cat two. inhumane declawing places cat danger. charming indoor kitty somehow escape outside would way defend. n't humans finger tonails removed save manicures. answer important functioning protection bodies,"[""declawing"", ""cat""]",declawing cat,1,0
gratis,"The mandate of private corporations is to make a profit. And if the profit is made at the EXPENSE of the society that allow the corporation to exist, well, too bad. Oil companies foul the environment. Financial companies drive the economy into the Great Recession. Airlines have no regard for the people they transport. As long as they make a profit, they are allowed to abuse the public until they are stopped. That is the way it has been since Swift and Armour canned and sold rotten meat and Carnegie sent Pinkertons to shoot striking miners.",companies,A367-P,companies,0,1,368,16621616,"[[""mandate"", ""private"", ""corporations"", ""make"", ""profit""], [""profit"", ""made"", ""expense"", ""society"", ""allow"", ""corporation"", ""exist"", ""well"", ""bad""], [""oil"", ""companies"", ""foul"", ""environment""], [""financial"", ""companies"", ""drive"", ""economy"", ""great"", ""recession""], [""airlines"", ""regard"", ""people"", ""transport""], [""long"", ""make"", ""profit"", ""allowed"", ""abuse"", ""public"", ""stopped""], [""way"", ""since"", ""swift"", ""armour"", ""canned"", ""sold"", ""rotten"", ""meat"", ""carnegie"", ""sent"", ""pinkertons"", ""shoot"", ""striking"", ""miners""]]","[[""NN"", ""JJ"", ""NNS"", ""VB"", ""NN""], [""NN"", ""VBN"", ""NNP"", ""NN"", ""VBP"", ""NN"", ""VB"", ""UH"", ""JJ""], [""NN"", ""NNS"", ""VBP"", ""NN""], [""JJ"", ""NNS"", ""VBP"", ""NN"", ""JJ"", ""NN""], [""NNS"", ""NN"", ""NNS"", ""VBP""], [""RB"", ""VBP"", ""NN"", ""VBN"", ""VB"", ""NN"", ""VBN""], [""NN"", ""IN"", ""NNP"", ""NNP"", ""VBD"", ""VBD"", ""JJ"", ""NN"", ""NNP"", ""VBD"", ""NNPS"", ""VB"", ""VBG"", ""NNS""]]",mandate private corporations make profit. profit made expense society allow corporation exist well bad. oil companies foul environment. financial companies drive economy great recession. airlines regard people transport. long make profit allowed abuse public stopped. way since swift armour canned sold rotten meat carnegie sent pinkertons shoot striking miners,"[""company""]",company,1,0
gratis,"The mandate of private corporations is to make a profit. And if the profit is made at the EXPENSE of the society that allow the corporation to exist, well, too bad. Oil companies foul the environment. Financial companies drive the economy into the Great Recession. Airlines have no regard for the people they transport. As long as they make a profit, they are allowed to abuse the public until they are stopped. That is the way it has been since Swift and Armour canned and sold rotten meat and Carnegie sent Pinkertons to shoot striking miners.",companies,A367-P,private corporations profit,0,3,370,16621616,"[[""mandate"", ""private"", ""corporations"", ""make"", ""profit""], [""profit"", ""made"", ""expense"", ""society"", ""allow"", ""corporation"", ""exist"", ""well"", ""bad""], [""oil"", ""companies"", ""foul"", ""environment""], [""financial"", ""companies"", ""drive"", ""economy"", ""great"", ""recession""], [""airlines"", ""regard"", ""people"", ""transport""], [""long"", ""make"", ""profit"", ""allowed"", ""abuse"", ""public"", ""stopped""], [""way"", ""since"", ""swift"", ""armour"", ""canned"", ""sold"", ""rotten"", ""meat"", ""carnegie"", ""sent"", ""pinkertons"", ""shoot"", ""striking"", ""miners""]]","[[""NN"", ""JJ"", ""NNS"", ""VB"", ""NN""], [""NN"", ""VBN"", ""NNP"", ""NN"", ""VBP"", ""NN"", ""VB"", ""UH"", ""JJ""], [""NN"", ""NNS"", ""VBP"", ""NN""], [""JJ"", ""NNS"", ""VBP"", ""NN"", ""JJ"", ""NN""], [""NNS"", ""NN"", ""NNS"", ""VBP""], [""RB"", ""VBP"", ""NN"", ""VBN"", ""VB"", ""NN"", ""VBN""], [""NN"", ""IN"", ""NNP"", ""NNP"", ""VBD"", ""VBD"", ""JJ"", ""NN"", ""NNP"", ""VBD"", ""NNPS"", ""VB"", ""VBG"", ""NNS""]]",mandate private corporations make profit. profit made expense society allow corporation exist well bad. oil companies foul environment. financial companies drive economy great recession. airlines regard people transport. long make profit allowed abuse public stopped. way since swift armour canned sold rotten meat carnegie sent pinkertons shoot striking miners,"[""private"", ""corporation"", ""profit""]",private corporation profit,1,0
